coding_hours,commits_per_day,lines_of_code,bugs_fixed,sleep_hours,distractions,task_completion_rate,meetings_per_day,break_time,focus_score,productivity_level
3.9,3.03,117,1.38,6.23,2.5,0.4992,2.09,32.16,51.45,Low
3.59,1.36,106,0.9,6.88,6.01,0.44,3.36,36.05,70.22,Low
1.88,0.0,107,0.0,5.65,7.4,0.046,2.7,23.23,34.57,Low
1.81,0.0,28,0.0,7.19,10.1,0.438,1.81,19.33,43.34,Low
2.21,1.32,175,0.0,7.17,6.06,0.4143,2.17,39.74,53.67,Low
4.13,0.89,115,0.14,6.64,5.7,0.3343,3.22,28.36,39.85,Low
6.41,2.26,63,0.0,6.27,4.0,0.4574,0.06,32.49,42.8,Low
4.35,2.31,180,0.69,7.33,3.8,0.575,1.69,41.83,53.34,Medium
3.97,1.6,188,1.1,7.82,2.97,0.6407,3.22,31.42,59.63,Medium
2.0,2.98,126,1.02,7.08,7.16,0.7507,1.51,50.25,43.25,Low
5.28,2.94,199,0.1,8.53,4.3,0.6427,3.4,27.95,58.6,Medium
5.45,2.3,174,0.0,7.4,5.75,0.4664,3.4,50.3,43.9,Low
0.62,0.0,20,0.0,6.74,10.23,0.0488,2.53,10.38,18.65,Low
2.12,0.07,122,0.0,6.64,2.87,0.2729,1.71,30.48,32.56,Low
3.0,2.0,155,1.74,7.47,7.13,0.321,1.76,22.85,35.15,Low
0.27,0.66,10,0.21,5.76,6.9,0.262,5.03,35.15,8.34,Low
6.2,1.15,179,1.97,6.93,4.75,0.6983,3.69,28.22,49.61,Medium
8.16,3.76,390,3.35,8.04,1.46,0.7448,1.67,40.56,91.0,Medium
4.58,3.57,276,1.73,7.88,2.04,0.663,1.03,29.59,65.18,Medium
5.48,1.94,228,0.37,7.3,6.05,0.6089,2.18,38.31,54.56,Medium
7.67,5.43,325,2.89,8.63,6.34,0.6555,1.8,30.9,51.12,Medium
5.98,1.45,172,1.53,5.93,6.28,0.323,0.71,47.58,42.15,Low
1.72,1.0,135,0.58,6.05,7.4,0.3173,2.18,18.35,31.4,Low
1.13,0.57,99,1.62,6.88,5.63,0.2233,3.51,13.48,38.78,Low
3.22,0.74,56,0.59,6.27,4.55,0.4781,0.29,38.0,69.68,Low
3.83,1.07,120,0.72,9.51,4.41,0.3863,2.94,22.14,48.78,Low
6.5,3.03,212,1.15,7.5,4.01,0.5121,3.32,30.78,69.51,Medium
5.17,1.19,139,0.38,7.02,1.68,0.6474,1.39,27.58,49.86,Medium
3.71,2.43,167,1.06,6.59,3.91,0.4315,3.69,16.89,63.69,Low
3.64,0.95,219,2.47,6.83,3.5,0.6649,1.18,31.41,77.29,Medium
7.86,3.22,209,2.31,7.62,2.95,0.8893,2.08,48.6,66.77,Medium
4.74,3.09,208,1.78,7.56,3.77,0.6443,1.41,44.78,58.85,Medium
2.98,1.45,10,0.0,5.89,7.77,0.2767,2.14,24.89,14.55,Low
0.0,0.0,10,0.0,5.5,8.81,0.0,2.15,28.35,8.6,Low
7.78,1.2,173,2.35,8.54,2.73,0.7793,2.42,24.08,64.83,Medium
2.08,0.0,10,0.39,7.42,4.11,0.0695,3.26,19.91,49.81,Low
3.39,1.7,189,0.55,7.09,4.47,0.2905,2.0,32.83,33.68,Low
1.04,0.86,20,0.32,5.34,5.3,0.2269,0.99,22.85,33.04,Low
0.0,0.0,11,0.0,6.53,8.4,0.0507,2.94,18.52,4.83,Low
5.6,2.98,173,0.63,8.51,5.55,0.5566,2.26,20.7,53.85,Medium
5.61,4.3,258,1.74,8.48,5.27,0.6299,1.56,12.98,64.5,Medium
2.13,0.6,156,0.0,7.3,7.0,0.4567,4.04,35.3,46.48,Low
0.0,0.0,10,0.0,6.84,8.69,0.0,1.21,19.48,17.02,Low
3.0,0.0,119,1.09,6.77,5.04,0.3084,0.0,36.29,45.78,Low
2.23,1.68,172,1.91,7.7,3.29,0.5432,1.15,27.59,61.68,Low
1.59,0.0,10,0.0,5.72,4.96,0.1273,3.15,15.48,28.27,Low
3.19,2.0,242,1.39,7.33,6.21,0.4433,0.89,30.98,42.27,Low
2.59,1.93,118,2.13,8.06,4.76,0.3356,1.02,38.47,31.25,Low
3.13,2.98,223,2.59,6.82,2.26,0.6228,2.78,30.58,53.22,Medium
2.09,2.24,202,1.07,6.37,3.58,0.467,2.43,38.62,50.45,Low
0.43,0.0,50,0.33,6.59,5.16,0.402,2.67,15.07,47.94,Low
5.54,3.6,287,2.85,7.42,3.27,0.5946,2.42,34.37,66.94,Medium
6.03,0.26,168,0.0,7.44,6.84,0.4141,1.62,28.51,45.66,Low
3.31,3.32,217,0.72,6.62,4.52,0.6758,1.63,42.13,53.45,Medium
2.35,0.3,57,1.32,7.91,3.02,0.2194,3.09,27.41,33.3,Low
3.59,0.85,63,1.43,5.75,5.38,0.3877,0.79,45.24,51.46,Low
2.39,2.26,59,0.59,7.56,6.09,0.2015,0.12,12.1,56.52,Low
3.56,0.5,145,0.0,6.3,4.92,0.3306,1.62,30.43,69.31,Low
5.99,3.44,289,2.33,6.42,1.49,0.9971,2.42,40.35,76.65,Medium
3.0,0.0,25,0.0,6.5,7.38,0.2427,2.67,29.34,32.79,Low
2.94,0.0,10,0.0,5.99,7.52,0.1907,3.34,13.8,41.59,Low
4.92,4.64,287,1.53,6.85,2.76,0.6246,0.0,54.2,70.57,Medium
2.35,2.43,212,0.01,5.55,5.93,0.494,2.38,29.08,53.65,Low
2.33,3.57,115,0.0,6.66,5.36,0.4819,2.85,15.78,28.61,Low
4.92,1.31,258,2.81,8.3,2.71,0.8229,0.34,35.04,62.49,Medium
3.4,1.7,124,0.2,7.17,7.98,0.4457,3.04,23.84,52.48,Low
6.78,4.18,312,2.59,7.96,3.1,0.7523,1.34,66.96,70.21,Medium
7.95,2.43,242,1.54,7.72,5.22,0.6669,4.87,43.89,58.89,Medium
4.45,0.65,127,0.0,6.73,7.57,0.4692,0.0,28.06,26.94,Low
8.57,4.33,310,1.72,6.93,2.55,0.752,2.72,39.67,100.0,Medium
4.02,2.78,70,0.0,5.56,7.3,0.2667,1.79,36.48,53.54,Low
6.81,3.96,199,1.02,7.21,1.52,0.7372,0.16,43.7,63.01,Medium
3.92,2.47,187,1.53,7.02,4.86,0.6475,1.38,2.38,59.56,Medium
5.62,5.3,241,1.4,8.33,2.77,0.6055,1.89,42.94,73.49,Medium
7.22,2.83,287,3.65,8.39,5.17,0.8918,2.57,38.09,87.27,Medium
5.1,0.72,170,1.85,7.5,6.34,0.5159,3.71,17.05,45.29,Low
2.66,0.0,123,1.04,6.4,5.18,0.4274,3.65,35.04,46.02,Low
3.03,1.99,238,1.27,6.13,4.87,0.5285,0.9,54.76,67.67,Medium
1.68,1.15,99,1.67,6.99,6.27,0.429,3.33,32.18,51.99,Low
7.94,5.12,259,2.44,8.43,2.66,0.9871,1.79,51.07,57.61,Medium
4.18,2.35,147,1.08,5.16,3.27,0.4922,1.3,48.72,46.06,Low
5.64,0.04,123,0.84,6.15,6.09,0.4287,1.9,19.87,34.33,Low
2.71,3.08,91,1.71,6.54,4.38,0.4721,1.23,12.35,54.27,Low
1.91,0.22,98,0.43,6.42,7.44,0.3957,2.44,29.83,9.63,Low
3.84,1.28,78,0.0,5.87,5.37,0.2936,1.56,22.67,14.97,Low
9.13,1.91,261,1.53,7.57,2.32,0.6479,0.61,22.26,89.71,Medium
2.2,1.33,152,0.99,6.5,7.75,0.297,2.68,25.93,46.32,Low
2.5,0.0,41,0.73,6.35,4.99,0.3033,2.94,32.04,35.51,Low
5.76,2.41,216,1.11,6.7,2.73,0.6827,1.65,31.19,61.69,Medium
6.61,4.31,240,0.68,7.08,3.14,0.6036,3.01,28.06,69.25,Medium
5.32,3.17,200,1.41,6.5,2.76,0.8286,1.52,31.36,70.76,Medium
6.52,2.64,199,2.3,7.8,2.18,0.7301,1.4,34.79,58.62,Medium
0.0,0.87,156,1.84,7.08,6.29,0.3953,2.89,6.92,40.51,Low
1.97,0.0,21,0.0,5.67,4.88,0.2059,2.29,21.46,30.95,Low
7.15,5.4,298,1.86,8.97,1.24,0.8022,1.63,24.06,62.05,Medium
3.09,1.31,49,0.43,6.59,8.57,0.4206,0.0,34.98,57.93,Low
5.95,2.74,177,1.88,8.1,6.07,0.5516,2.09,13.14,41.78,Medium
5.85,3.47,298,2.03,7.15,1.89,0.7648,0.0,46.77,80.1,Medium
4.63,2.31,198,0.72,5.66,4.79,0.688,0.61,28.69,59.49,Medium
7.3,1.92,177,1.81,7.55,5.17,0.5478,0.53,26.85,73.17,Medium
7.33,6.12,339,2.41,8.28,3.24,0.9526,0.31,43.77,72.06,Medium
2.05,0.33,190,0.0,6.71,5.77,0.2909,1.64,18.12,29.5,Low
5.68,4.04,154,1.03,6.95,5.07,0.8072,1.24,37.43,54.86,Medium
5.12,1.7,186,2.43,7.0,1.86,0.428,2.65,22.96,52.19,Medium
4.79,0.43,135,1.52,6.73,3.01,0.5212,2.14,25.78,69.44,Medium
5.51,3.72,271,2.31,7.52,2.95,0.7742,0.0,41.7,88.86,Medium
4.38,1.58,181,1.21,7.93,4.73,0.5662,1.93,21.15,34.52,Medium
4.35,2.84,176,1.66,7.42,2.82,0.6799,2.16,20.05,60.57,Medium
6.05,2.42,235,2.08,8.02,3.78,0.6828,1.35,37.84,33.96,Medium
3.78,2.38,75,0.94,6.63,4.61,0.5664,2.05,27.91,52.48,Low
2.82,0.65,124,0.42,6.31,5.84,0.2503,2.44,27.49,48.59,Low
0.0,0.26,10,0.86,5.55,8.1,0.308,3.08,28.05,33.93,Low
1.34,0.0,14,0.0,5.72,9.31,0.0292,1.02,20.74,21.34,Low
8.42,6.05,301,1.86,5.37,0.42,0.9533,1.14,46.36,81.58,Medium
3.46,0.33,15,0.0,5.98,5.07,0.2778,3.84,25.46,25.61,Low
4.09,0.9,140,0.0,6.82,4.72,0.4402,3.48,8.82,51.0,Low
4.77,0.0,66,2.4,7.31,5.38,0.5635,2.93,11.14,43.53,Low
5.17,1.78,176,1.94,6.94,3.55,0.496,2.44,50.82,63.91,Medium
7.25,2.61,158,0.99,7.69,5.34,0.7218,3.41,34.08,61.1,Medium
6.35,3.4,237,1.46,5.69,4.23,0.5952,3.66,43.8,54.3,Medium
2.72,0.78,66,0.02,6.66,6.48,0.3947,2.05,23.63,25.9,Low
6.39,2.44,119,2.1,5.57,3.35,0.347,1.08,28.58,28.85,Medium
5.63,1.81,184,0.09,6.17,6.33,0.4903,1.64,26.88,67.36,Medium
4.19,1.57,99,0.89,6.73,1.14,0.442,5.17,53.42,41.69,Low
5.68,5.6,276,2.2,8.82,3.84,1.0,0.0,40.57,77.5,Medium
3.44,3.08,129,2.05,7.54,5.67,0.6083,1.38,27.11,75.2,Medium
5.82,3.04,234,1.5,7.38,3.25,0.8124,0.37,17.16,55.4,Medium
5.5,2.39,274,0.12,7.32,5.92,0.6546,1.93,53.05,53.67,Medium
5.61,3.13,356,1.74,7.02,3.15,0.696,0.45,34.23,66.28,Medium
4.53,1.42,168,0.37,6.66,4.82,0.6901,1.84,38.35,53.01,Medium
3.31,0.0,78,0.03,6.69,7.45,0.2843,0.44,32.08,49.42,Low
5.63,3.36,111,2.47,6.09,9.18,0.5157,2.5,27.37,71.65,Medium
1.33,0.8,158,0.0,7.15,7.99,0.4168,3.42,33.47,46.44,Low
2.81,0.0,139,0.0,6.42,6.84,0.365,1.77,21.32,56.56,Low
4.21,4.65,178,1.03,7.95,2.75,0.4184,1.69,23.03,57.01,Medium
6.01,4.18,299,1.69,8.39,3.36,0.8413,1.47,47.84,71.57,Medium
3.55,0.62,142,1.61,5.67,3.75,0.6137,2.17,28.52,47.3,Low
4.04,2.02,156,1.11,6.69,5.77,0.7456,1.87,36.73,41.73,Low
5.9,4.66,305,2.69,7.17,2.66,0.8827,2.26,42.62,87.57,Medium
4.33,4.07,127,0.69,5.67,2.95,0.5233,3.16,37.58,58.93,Medium
8.53,4.79,399,3.27,7.47,1.22,1.0,0.41,27.44,89.21,Medium
1.62,3.82,153,2.07,9.24,2.88,0.6981,1.52,26.97,58.46,Medium
2.94,0.76,10,0.0,6.61,7.87,0.3117,3.43,17.95,8.53,Low
6.81,2.5,174,2.23,8.91,2.58,0.6462,0.35,25.45,51.53,Medium
4.31,2.29,211,1.35,7.85,4.47,0.5597,0.0,36.2,59.08,Medium
6.6,2.9,229,2.87,7.05,4.19,0.6864,1.84,48.32,64.06,Medium
3.94,2.81,150,1.38,7.03,3.91,0.6884,2.29,46.82,57.92,Medium
5.76,1.76,115,1.19,7.4,4.62,0.3175,1.32,25.92,46.88,Low
3.83,0.82,51,0.0,6.74,7.14,0.3327,1.79,26.8,24.81,Low
3.77,2.78,86,0.76,6.43,6.36,0.517,1.3,33.41,37.19,Low
3.53,0.0,36,0.53,5.37,4.62,0.3884,1.39,31.96,21.12,Low
3.05,0.0,188,0.97,9.34,6.26,0.3977,2.87,18.32,39.83,Low
3.57,2.86,163,0.47,7.18,6.09,0.771,0.64,51.15,65.01,Medium
6.85,4.8,271,3.48,7.57,3.36,0.9212,1.23,47.61,58.61,Medium
4.95,2.84,167,0.0,7.29,4.49,0.5182,0.98,41.5,55.68,Medium
1.06,0.0,37,0.0,6.21,7.75,0.2019,0.9,36.06,34.87,Low
4.63,2.79,210,1.28,7.32,5.01,0.501,2.74,37.56,46.77,Medium
6.28,5.31,284,2.29,8.63,4.34,0.7945,1.12,25.71,82.17,Medium
2.68,1.47,89,1.77,6.6,2.88,0.278,2.37,25.56,37.0,Low
3.79,1.43,90,0.0,6.0,2.87,0.5815,0.53,12.82,46.98,Low
2.76,1.52,202,0.61,6.88,6.49,0.6352,1.25,34.22,48.61,Low
1.57,0.65,83,0.0,6.24,3.92,0.2551,2.99,24.38,20.52,Low
3.76,4.61,271,1.54,8.46,4.63,0.6111,4.39,32.84,69.81,Medium
4.93,1.64,51,1.12,7.88,4.65,0.4775,0.06,41.44,38.63,Low
2.31,2.61,191,2.61,7.3,2.88,0.6723,1.67,27.53,53.93,Medium
3.61,0.19,156,0.39,5.53,6.86,0.4834,2.68,23.04,42.66,Low
4.79,2.44,101,1.49,5.8,5.96,0.244,1.52,28.03,58.05,Low
5.08,5.04,199,2.04,7.37,7.08,0.6127,2.63,15.21,50.04,Medium
0.13,1.89,132,0.35,7.08,4.62,0.3988,1.25,25.48,39.94,Low
7.02,4.67,266,1.25,7.56,4.57,0.7053,1.64,13.78,89.73,Medium
3.12,1.44,106,0.9,6.42,6.13,0.3716,1.6,22.15,48.64,Low
3.24,0.0,154,0.0,6.64,3.67,0.5877,3.15,39.68,60.08,Low
5.25,4.14,200,2.78,7.45,4.8,0.6587,1.04,39.14,53.48,Medium
3.0,0.01,86,0.0,4.38,7.98,0.0619,2.07,16.96,24.93,Low
1.28,0.0,28,0.55,5.24,7.69,0.4352,3.47,21.6,21.91,Low
0.0,0.0,38,0.0,5.74,7.69,0.2215,1.43,11.62,18.54,Low
4.61,3.51,283,2.23,8.6,2.21,0.7637,1.69,36.29,52.19,Medium
2.5,0.76,95,0.73,6.07,4.59,0.2798,0.34,56.54,36.62,Low
8.86,6.86,324,3.01,8.42,2.3,1.0,0.14,61.25,100.0,Medium
3.47,0.77,81,0.2,6.9,5.51,0.3707,2.55,27.7,42.13,Low
3.73,4.36,165,1.46,8.13,4.6,0.3481,0.95,32.52,66.51,Medium
7.7,4.74,231,1.49,8.78,3.11,0.7014,0.99,27.91,74.92,Medium
10.33,3.73,290,1.64,7.96,2.39,0.9807,1.89,32.01,72.44,Medium
9.1,4.96,294,3.64,7.65,0.0,1.0,0.8,43.93,93.7,Medium
6.36,3.16,332,2.55,7.07,5.12,0.7784,2.46,30.79,70.25,Medium
5.83,1.34,121,1.87,7.32,3.65,0.8151,1.91,44.16,74.98,Medium
4.76,4.49,190,2.81,6.95,3.81,0.6029,2.26,48.66,48.2,Medium
6.97,3.87,281,1.41,7.83,4.48,0.647,3.01,37.22,72.06,Medium
2.14,1.71,111,1.62,7.06,6.18,0.4989,2.49,28.26,52.42,Low
2.42,0.94,115,0.49,7.06,7.38,0.5026,3.78,9.1,40.62,Low
4.05,0.61,154,0.18,8.01,5.81,0.6294,2.91,37.46,41.88,Low
3.06,1.26,110,2.34,8.41,6.33,0.3593,1.53,17.71,46.99,Low
1.45,2.16,24,1.43,6.87,7.71,0.4027,3.43,23.55,49.31,Low
5.78,1.99,214,1.46,8.23,5.28,0.667,2.05,43.08,62.79,Medium
5.84,0.9,195,2.35,7.2,3.33,0.6651,1.32,45.07,70.34,Medium
4.78,1.91,125,0.75,7.99,3.18,0.5565,2.25,25.78,61.45,Medium
6.31,4.07,248,2.85,8.59,5.29,0.8776,2.67,33.3,65.68,Medium
3.18,0.42,128,0.0,7.24,6.36,0.3719,2.8,17.3,21.32,Low
2.56,2.44,231,0.03,6.98,4.58,0.6299,3.88,17.05,46.72,Low
4.62,1.56,101,1.21,6.11,3.47,0.3237,3.3,20.07,35.95,Low
0.0,0.0,10,0.0,4.95,8.31,0.0,3.08,4.54,29.86,Low
4.36,3.07,96,1.1,6.93,5.35,0.5193,1.0,36.42,38.01,Low
4.33,0.3,159,0.0,8.17,2.91,0.664,1.86,33.34,58.38,Medium
6.07,4.77,342,3.69,7.51,3.41,0.755,1.62,43.17,86.24,Medium
5.77,3.57,191,2.46,7.94,3.31,0.6948,2.51,23.61,59.47,Medium
3.49,0.0,10,0.02,7.16,10.57,0.3647,2.94,12.93,35.24,Low
5.05,3.28,325,2.16,7.7,1.36,0.89,1.61,39.81,70.14,Medium
7.05,3.09,287,2.8,8.66,2.52,0.7449,1.75,36.75,62.89,Medium
2.17,2.21,133,3.05,4.96,2.81,0.5241,2.55,31.44,54.65,Low
2.39,2.41,139,1.58,5.91,7.26,0.2265,1.21,25.97,61.03,Low
4.04,0.0,91,1.97,5.79,5.88,0.1969,3.98,42.31,34.89,Low
2.56,0.59,117,0.0,6.16,4.47,0.3865,0.06,32.4,31.2,Low
4.77,3.02,205,1.22,7.81,4.43,0.8275,3.13,55.15,68.88,Medium
7.53,5.95,341,1.56,8.17,0.1,0.8666,1.39,52.11,86.53,Medium
9.57,4.33,257,2.59,8.09,3.62,0.7567,2.54,54.75,72.89,Medium
0.82,1.09,51,0.75,7.23,8.41,0.3131,2.51,16.81,57.36,Low
0.5,0.21,10,0.0,5.68,7.53,0.3418,2.68,30.33,40.98,Low
6.08,3.5,212,1.76,6.1,5.75,0.664,2.51,26.39,41.62,Medium
2.69,0.0,33,0.57,6.43,8.96,0.2527,3.34,4.52,17.96,Low
4.52,3.8,179,0.04,6.66,7.08,0.6252,1.57,46.58,57.11,Medium
2.22,1.99,121,0.4,5.67,7.04,0.3229,3.08,26.33,31.12,Low
5.58,1.14,92,1.28,7.54,6.36,0.3716,1.06,17.12,46.37,Low
2.72,2.11,10,0.0,7.32,8.75,0.3758,2.47,17.88,8.46,Low
5.84,1.71,174,0.77,8.5,2.9,0.7149,2.68,24.61,67.94,Medium
1.96,0.85,23,1.39,6.88,6.96,0.2397,3.15,20.4,51.08,Low
1.6,0.0,27,0.0,6.92,5.25,0.2605,2.81,21.93,37.5,Low
0.0,0.0,10,0.0,6.66,8.76,0.0,2.47,32.95,0.16,Low
4.34,3.65,172,1.24,6.47,0.42,0.4183,2.9,23.2,51.29,Medium
9.29,6.33,290,1.96,8.77,2.94,0.6235,0.8,55.45,71.45,Medium
8.38,5.72,315,2.96,8.05,1.54,0.8421,3.25,46.79,64.61,Medium
1.79,1.12,167,0.18,7.5,7.35,0.3298,2.05,31.68,39.76,Low
4.45,0.73,144,1.65,6.85,6.49,0.3012,0.64,34.47,47.95,Low
5.31,1.03,206,1.27,8.27,5.98,0.5583,0.66,32.48,57.47,Medium
2.83,2.54,71,0.74,6.68,4.87,0.287,2.34,37.87,49.53,Low
6.36,2.92,135,1.84,5.96,6.1,0.5595,2.05,37.18,62.18,Medium
4.2,2.66,241,1.11,8.54,7.01,0.5648,3.74,17.18,68.08,Medium
6.41,5.17,315,0.34,6.86,4.31,0.7234,0.59,39.1,52.31,Medium
3.16,0.88,156,1.21,7.95,6.34,0.3042,2.07,37.34,45.65,Low
1.71,2.1,210,0.89,6.83,5.56,0.4904,1.0,26.09,36.3,Low
2.66,0.51,19,0.74,7.5,5.53,0.0388,1.77,26.87,35.0,Low
5.36,1.4,38,0.16,7.49,7.38,0.3057,3.93,19.74,30.66,Low
1.34,1.6,166,0.47,7.23,3.08,0.5466,0.93,15.09,42.83,Low
4.7,1.1,190,2.9,7.59,3.82,0.4675,2.48,16.33,66.12,Medium
6.6,3.45,276,0.55,7.79,0.97,0.7544,2.12,19.2,68.46,Medium
2.54,1.84,85,0.94,4.99,5.15,0.4549,2.22,32.67,48.02,Low
6.85,4.21,235,1.73,7.84,3.72,0.4677,2.07,12.56,56.38,Medium
1.9,2.37,120,0.51,5.97,6.16,0.4306,0.92,21.98,46.51,Low
4.24,0.92,87,0.73,7.13,5.11,0.2081,3.66,22.24,59.35,Low
1.6,0.85,45,0.0,5.71,6.38,0.3387,4.15,23.44,53.85,Low
0.0,0.0,10,0.0,4.84,5.81,0.0144,2.77,0.0,0.0,Low
7.2,4.07,256,2.82,8.73,3.12,0.4286,4.16,38.46,59.75,Medium
6.62,3.14,223,1.97,8.22,2.87,0.8399,1.38,20.95,71.39,Medium
3.5,2.27,59,0.86,6.86,4.43,0.4723,2.48,39.92,43.86,Low
4.41,3.19,141,0.26,7.18,5.8,0.4285,3.41,24.12,41.9,Low
6.32,3.47,142,1.83,7.06,2.94,0.7497,1.39,31.62,42.24,Medium
1.14,0.0,72,1.48,6.67,6.44,0.0079,1.09,22.23,17.07,Low
4.03,0.21,84,0.27,6.19,2.66,0.2713,0.55,29.8,25.18,Low
5.23,3.19,170,1.33,8.19,3.37,0.4289,3.82,34.34,62.5,Medium
3.07,0.0,51,0.0,6.17,5.25,0.4292,1.85,19.46,40.15,Low
4.97,2.1,148,0.84,6.81,4.68,0.5919,1.73,34.9,41.79,Medium
1.52,0.0,101,0.0,6.34,5.61,0.2946,1.29,27.88,32.23,Low
3.41,1.72,158,1.7,6.76,4.46,0.6234,2.81,24.68,65.45,Low
4.27,0.0,91,0.3,7.25,4.84,0.5502,1.23,34.09,49.44,Low
0.0,0.0,10,0.0,5.76,9.93,0.1848,1.99,33.84,9.67,Low
5.56,3.94,242,2.53,7.96,4.0,0.76,1.95,42.88,71.33,Medium
1.55,0.0,69,0.0,7.61,3.34,0.3638,1.16,35.65,38.43,Low
1.1,0.8,28,0.08,6.02,4.32,0.2771,2.06,27.67,36.28,Low
6.95,4.2,214,2.33,7.0,4.78,0.5355,3.34,21.64,47.54,Medium
7.89,4.75,269,0.79,7.94,1.88,0.7571,2.08,27.65,68.1,Medium
4.27,2.12,68,0.0,6.14,2.07,0.3079,2.44,28.12,39.86,Low
2.66,2.48,210,1.26,7.4,6.93,0.3646,2.2,39.74,74.83,Low
4.94,3.81,211,2.26,7.66,5.44,0.4513,1.48,60.0,57.56,Medium
3.83,2.32,173,0.3,8.21,4.74,0.7469,3.79,43.28,75.51,Medium
3.52,1.62,123,1.47,6.6,3.82,0.5046,1.13,19.18,56.22,Low
2.16,0.0,153,1.17,6.06,6.19,0.4851,2.32,20.49,43.5,Low
3.83,1.94,100,0.0,6.34,5.18,0.2253,2.36,48.65,39.07,Low
3.7,3.67,164,1.71,6.27,5.18,0.3699,2.98,28.29,39.07,Low
3.14,0.0,30,0.84,6.92,5.23,0.2012,3.42,25.11,36.98,Low
0.0,0.0,10,0.0,4.61,11.66,0.0,2.84,5.79,0.0,Low
7.64,1.9,155,2.35,9.08,1.99,0.5208,2.16,47.83,47.92,Medium
4.03,3.74,218,2.63,8.49,5.49,0.8102,2.06,39.52,64.66,Medium
0.79,0.0,19,0.0,5.83,8.6,0.0454,0.44,10.44,26.5,Low
3.36,0.0,43,0.0,7.19,5.78,0.4829,0.71,15.01,49.16,Low
4.07,3.34,137,0.72,6.0,4.32,0.6643,1.21,36.17,56.92,Medium
9.32,4.81,272,2.62,10.0,3.01,0.6702,0.82,40.73,82.42,Medium
4.44,2.14,191,1.47,6.54,7.02,0.6098,0.79,38.43,60.16,Medium
2.27,1.37,102,0.16,6.54,6.56,0.2034,2.97,31.83,25.79,Low
2.65,1.54,130,0.0,5.42,3.94,0.4865,2.06,26.44,51.3,Low
5.89,3.96,240,3.11,8.08,3.02,0.6975,1.37,31.44,62.34,Medium
5.17,0.82,118,0.64,5.79,8.69,0.5851,0.94,25.17,38.59,Low
2.4,1.77,52,0.06,6.68,8.22,0.4841,2.2,20.5,33.42,Low
3.97,1.69,124,1.3,6.32,7.09,0.3293,0.0,26.28,47.11,Low
1.14,0.79,44,1.46,5.66,7.62,0.2966,2.12,25.4,41.2,Low
3.31,0.91,124,0.0,6.42,5.87,0.549,2.03,21.63,60.75,Low
8.55,4.06,254,2.65,7.99,4.3,0.9113,1.75,44.43,77.85,Medium
3.03,3.38,161,0.12,6.14,3.83,0.5675,0.34,27.91,56.56,Low
3.0,1.66,128,1.2,6.27,3.35,0.347,2.3,20.32,64.75,Low
3.46,2.22,136,0.87,7.38,5.54,0.3699,1.05,25.02,30.38,Low
1.01,1.42,10,0.26,8.3,6.12,0.1869,1.66,24.61,43.51,Low
5.55,4.36,188,1.31,7.82,2.09,0.8001,2.45,35.25,60.35,Medium
4.32,1.98,128,0.0,6.23,4.04,0.5272,4.04,33.83,54.54,Low
4.47,1.22,196,0.5,6.62,9.0,0.3866,2.11,38.08,44.04,Low
11.27,4.24,362,3.88,8.62,0.41,1.0,0.22,59.01,90.87,High
3.41,2.28,180,2.05,6.87,5.09,0.5211,2.1,34.35,59.33,Low
2.16,0.55,150,0.0,7.35,4.29,0.4387,3.16,15.55,49.14,Low
4.58,1.75,63,1.48,6.96,2.87,0.6674,2.75,25.18,48.33,Low
7.37,3.57,258,1.4,8.3,2.05,0.6938,4.4,25.7,61.81,Medium
2.58,1.85,127,1.38,6.81,6.99,0.6028,1.25,47.53,87.81,Low
1.55,0.0,15,0.0,7.34,7.66,0.1378,2.68,42.68,40.41,Low
3.46,2.44,191,1.88,7.33,4.52,0.6726,3.27,41.1,73.12,Medium
2.72,1.47,67,1.18,5.89,7.11,0.3693,3.69,35.24,36.45,Low
10.02,6.53,409,1.52,9.68,1.3,0.8553,0.0,41.88,71.85,High
5.02,3.52,270,1.32,6.08,5.46,0.9623,1.67,39.06,63.4,Medium
2.1,1.66,158,0.79,6.19,4.72,0.3799,3.62,11.79,54.1,Low
7.48,4.87,272,3.95,7.14,5.19,0.8149,4.51,35.67,59.31,Medium
2.28,1.29,91,0.36,9.04,5.56,0.3206,2.68,21.53,40.34,Low
4.95,3.65,234,3.31,8.87,1.04,0.7138,1.38,37.08,68.19,Medium
5.69,1.99,232,2.99,8.44,3.15,0.7112,0.85,31.83,60.46,Medium
1.55,1.6,48,0.25,6.31,3.59,0.278,4.47,45.24,29.6,Low
2.43,1.19,137,0.25,8.62,7.71,0.1203,2.92,35.95,29.43,Low
6.95,3.84,261,1.27,7.81,3.42,0.7021,0.84,37.99,79.83,Medium
3.84,0.72,197,0.68,7.61,2.16,0.4348,1.9,25.66,48.55,Low
3.51,2.1,101,0.0,6.94,6.17,0.4917,2.43,44.74,30.31,Low
1.68,2.65,30,0.17,6.48,5.63,0.5101,2.83,24.92,22.74,Low
5.29,1.63,169,2.54,7.01,2.14,0.5467,0.97,35.43,52.74,Medium
7.98,4.75,372,2.16,7.86,4.42,0.8269,0.77,40.74,88.27,Medium
2.41,0.63,10,0.0,6.95,6.76,0.1698,0.67,20.62,39.94,Low
3.45,2.82,69,0.0,7.31,4.52,0.5247,3.03,30.49,61.68,Low
6.61,3.56,267,2.43,7.68,2.28,0.8304,1.23,17.44,56.28,Medium
